Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Mileage_Per_Year
193,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,8.5,1,0,0,0,1,8,3.18375
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1197.0,74.0,5.286452057152694,2.95,0,0,1,0,1,17,0.0
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,3.5,1,0,0,0,1,10,2.58
196,Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,3.55,0,0,1,0,1,9,2.2622222222222224
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,3.25,1,0,0,0,1,11,2.3454545454545457
198,Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,4.5,1,0,0,0,1,16,1.09375
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,5.35,1,0,0,0,1,10,1.987
200,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,6.5,1,0,0,0,1,7,2.492857142857143
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,9.0,1,0,0,0,1,8,3.0375
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,6.0,0,0,1,0,1,8,2.325
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,2.75,0,0,1,0,1,15,0.98
204,Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,1.5,0,0,1,0,1,14,1.1171428571428572
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,19.9,1,0,0,1,0,9,1.7477777777777779
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,10.0,0,0,1,1,0,10,1.47
207,Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,3.0,1,0,0,0,1,10,2.359
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1197.0,74.0,5.286452057152694,2.11,0,0,1,0,1,14,1.1500000000000001
209,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,11.96,0,0,1,1,0,10,1.48
210,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,3.25,1,0,0,0,1,11,2.4909090909090907
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,4.75,1,0,0,0,1,12,1.86
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,5.95,1,0,0,0,1,10,2.0460000000000003
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,8.15,0,0,1,0,1,9,1.698888888888889
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,4.22,0,0,1,1,0,8,2.56375
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,10.5,0,0,1,1,0,14,0.8385714285714286
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,45.0,1,0,0,1,0,12,0.9833333333333334
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,2.9,0,0,1,0,1,12,1.6508333333333332
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,8.9,0,0,1,1,0,7,2.042857142857143
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,26.0,0,0,1,1,0,7,2.0957142857142856
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,8.22,0,0,1,0,1,6,2.865
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,3.5,1,0,0,0,1,10,2.58
222,Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,1.25,0,0,1,0,1,20,0.945
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,3.7,1,0,0,0,1,11,1.9118181818181819
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,39.41,1,0,0,1,0,6,3.2116666666666664
225,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,2.65,0,0,1,0,1,11,2.0454545454545454
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,8.92,1,0,0,0,1,9,2.1122222222222224
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,35.67,0,0,1,1,0,7,2.402857142857143
229,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,5.286452057152694,3.6,1,0,0,0,1,9,0.0
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,0.85,1,0,0,0,1,17,1.011764705882353
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,3.32,0,0,1,0,1,8,2.325
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,3.6,1,0,0,0,1,12,1.8391666666666666
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,6.8,1,0,0,0,1,8,2.8625
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,2.5,1,0,0,0,1,12,1.6666666666666667
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,19.64,1,0,0,1,0,5,2.272
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,7.0,1,0,0,1,0,13,0.9015384615384616
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,3.87,0,0,1,0,1,13,1.3384615384615384
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,6.27,0,0,1,0,1,6,3.1
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,18.12,1,0,0,1,0,9,2.141111111111111
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,2.65,1,0,0,0,1,11,2.312727272727273
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,7.2,1,0,0,0,1,9,2.5044444444444443
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,14.3,1,0,0,0,1,9,1.4433333333333334
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,6.9,1,0,0,0,1,11,1.8881818181818182
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,10.75,1,0,0,0,1,10,1.28
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,8.09,0,0,1,0,1,8,2.225
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,18.5,1,0,0,1,0,10,1.705
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,4.75,1,0,0,0,1,7,3.4285714285714284
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,8.45,1,0,0,0,1,8,3.51125
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,3.5,1,0,0,0,1,12,1.7083333333333333
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,1.8,1,0,0,0,1,18,0.7277777777777777
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,3.7,1,0,0,0,1,10,1.991
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,7.17,0,0,1,0,1,7,2.6714285714285713
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,1.75,0,0,1,0,1,14,1.4149999999999998
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,21.99,1,0,0,1,0,6,2.73
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,18.65,1,0,0,0,1,7,1.9542857142857142
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,1.85,0,0,1,0,1,13,1.5153846153846153
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,5.95,0,0,1,0,1,7,2.914285714285714
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,3.75,0,0,1,0,1,10,1.89
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,3.75,1,0,0,0,1,12,1.9083333333333332
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,2.6,1,0,0,0,1,16,1.375
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,2.8,0,0,1,0,1,14,1.2142857142857142
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,61.29,1,0,0,1,0,7,1.6528571428571428
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,18.0,1,0,0,0,1,10,1.58
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,4.35,1,0,0,0,1,10,2.32
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,13.75,1,0,0,0,1,8,2.45875
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,2.0,0,0,1,0,1,14,1.3571428571428572
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,10.0,1,0,0,0,1,8,2.455
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,1.65,1,0,0,0,1,14,1.2714285714285716
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,45.77,1,0,0,1,0,7,2.3642857142857143
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,3.25,0,0,1,0,1,14,1.4542857142857142
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,12.8,1,0,0,0,1,8,1.6
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,0.55,0,0,1,0,1,22,0.7863636363636364
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,7.15,1,0,0,0,1,6,4.733333333333333
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,7.0,1,0,0,0,1,11,1.0954545454545455
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,3.75,1,0,0,0,1,7,3.2785714285714285
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,8.5,0,0,1,0,1,7,2.697142857142857
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,4.35,1,0,0,0,1,12,1.95
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,3.26,0,0,1,0,1,8,2.8425
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,4.21,0,0,1,0,1,13,1.3076923076923077
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,70.36,1,0,0,1,0,6,2.0116666666666667
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,2.95,1,0,0,1,0,15,1.1333333333333333
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,4.28,0,0,1,0,1,12,1.425
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,3.57,0,0,1,1,0,15,1.12
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,3.11,1,0,0,0,1,11,1.9909090909090907
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,5.96,0,0,1,1,0,10,1.5
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,4.7,1,0,0,0,1,13,1.5799999999999998
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,6.9,0,0,1,0,1,10,1.7399999999999998
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,5.25,1,0,0,0,1,6,3.8249999999999997
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,28.0,1,0,0,1,0,9,2.0533333333333332
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,1.35,0,0,1,0,1,15,1.26
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,4.85,0,0,1,0,1,9,2.022222222222222
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,6.7,1,0,0,0,1,12,1.25
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,3.1,0,0,1,0,1,14,1.4542857142857142
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,18.64,1,0,0,1,0,9,2.141111111111111
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,2.8,0,0,1,0,1,12,1.6966666666666665
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,20.25,1,0,0,0,1,8,1.71
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,26.78,1,0,0,1,0,9,1.9644444444444444
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,8.26,1,0,0,0,1,14,0.9278571428571428
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,3.89,0,0,1,0,1,9,1.8299999999999998
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,2.1,0,0,1,0,1,13,1.6092307692307695
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,12.69,0,0,1,1,0,7,2.5714285714285716
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,2.58,1,0,0,0,1,11,1.5454545454545454
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,20.77,1,0,0,1,0,10,1.768
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,20.26,1,0,0,1,0,9,1.9888888888888887
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,4.25,0,0,1,1,0,10,2.31
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,57.0,1,0,0,1,0,7,2.557142857142857
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,44.0,1,0,0,1,0,7,1.8142857142857143
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,3.65,1,0,0,0,1,13,1.5799999999999998
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,2.05,0,0,1,0,1,12,1.1666666666666667
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,3.13,0,0,1,0,1,12,1.5416666666666667
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,1.5,1,0,0,0,1,24,0.58625
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,2.85,1,0,0,0,1,12,1.5
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,2.65,0,0,1,0,1,12,1.575
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,10.6,1,0,0,0,1,9,1.7777777777777777
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,1.25,1,0,0,0,1,16,1.06875
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,8.25,0,0,1,0,1,6,2.67
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,4.45,0,0,1,1,0,13,0.8999999999999999
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,3.7,1,0,0,0,1,12,1.6083333333333334
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,2.8,1,0,0,0,1,15,1.1866666666666668
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,1.8,0,0,1,0,1,16,1.10625
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,21.95,1,0,0,1,0,10,1.768
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,49.0,1,0,0,1,0,13,0.7323076923076923
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,62.67,1,0,0,1,0,7,2.107142857142857
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,5.5,1,0,0,0,1,12,1.9166666666666667
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,2.95,0,0,1,1,0,15,1.13
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,6.86,0,0,1,1,0,8,2.375
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,6.15,1,0,0,0,1,9,2.8
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,3.3,0,0,1,0,1,13,1.4230769230769231
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,2.55,0,0,1,0,1,13,1.2669230769230768
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,1.5,0,0,1,0,1,15,1.3133333333333332
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,2.5,0,0,1,1,0,20,0.5650000000000001
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,1.4,0,0,1,0,1,18,1.0944444444444443
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,3.4,1,0,0,0,1,12,1.76
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,2.25,0,0,1,0,1,12,1.6416666666666666
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,7.5,1,0,0,1,0,11,1.7545454545454546
341,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,2.8,0,0,1,1,0,16,0.70625
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,7.66,0,0,1,0,1,8,2.325
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,7.15,1,0,0,0,1,8,3.0375
344,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,3.5,0,0,1,0,1,14,1.2142857142857142
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,3.5,1,0,0,0,1,10,1.8
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,3.45,1,0,0,0,1,11,2.3454545454545457
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,3.55,0,0,1,0,1,8,2.6375
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,25.99,1,0,0,1,0,9,2.417777777777778
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,5.25,1,0,0,0,1,12,1.86
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,2.9,1,0,0,0,1,11,1.910909090909091
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,2.05,0,0,1,1,0,19,0.7605263157894736
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,3.75,0,0,1,0,1,7,3.4385714285714286
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,6.75,1,0,0,0,1,10,2.27
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,62.0,5.0,0.95,0,0,1,0,1,13,1.3846153846153846
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,52.0,1,0,0,1,0,7,2.761428571428571
356,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,3.91,0,0,1,0,1,17,0.7705882352941176
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,27.3,0,0,1,1,0,5,2.934
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,2.7,0,0,1,0,1,15,1.3573333333333333
359,Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248.0,74.0,5.0,3.5,1,0,0,0,1,11,2.0818181818181816
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197.0,83.14,5.0,6.2,0,0,1,1,0,8,2.3125
361,Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461.0,63.1,5.0,2.75,1,0,0,0,1,13,1.7753846153846153
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248.0,74.0,5.0,3.25,1,0,0,0,1,9,2.5999999999999996
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399.0,67.0,5.0,3.25,1,0,0,0,1,12,1.4833333333333334
364,Maruti Zen LX,Kolkata,2003,65000,First,17.3,993.0,60.0,5.0,0.65,0,0,1,0,1,21,0.8238095238095239
365,Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,192.0,5.0,35.0,0,0,1,0,1,7,1.9714285714285715
366,Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364.0,67.05,5.0,3.25,1,0,0,0,1,10,2.359
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796.0,47.3,5.0,2.9,0,0,1,0,1,6,4.116666666666666
368,Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796.0,47.0,5.0,2.9,0,0,1,0,1,13,1.4538461538461538
369,BMW X5 3.0d,Bangalore,2009,90000,Second,11.0,2993.0,235.0,5.0,17.75,1,0,0,1,0,15,0.7333333333333333
370,Nissan Teana XV,Mumbai,2015,74000,Second,11.07,2496.0,179.5,5.0,8.25,0,0,1,1,0,9,1.23
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9,1197.0,82.0,5.0,5.77,0,0,1,1,0,9,2.0999999999999996
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248.0,88.5,5.0,9.49,1,0,0,0,1,7,3.4714285714285715
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967.0,241.4,7.0,12.95,1,0,0,1,0,16,0.754375
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9,2143.0,136.0,5.0,20.0,1,0,0,1,0,9,1.9888888888888887
375,Maruti 800 AC,Chennai,2007,72000,Third,16.1,796.0,37.0,4.0,1.0,0,0,1,0,1,17,0.9470588235294118
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45,1461.0,83.8,5.0,7.1,1,0,0,0,1,9,2.272222222222222
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43,1364.0,87.2,5.0,16.5,1,0,0,0,1,7,3.0614285714285714
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8,2148.0,170.0,5.0,26.0,1,0,0,0,1,10,1.58
379,Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1,1248.0,73.9,5.0,3.2,1,0,0,0,1,14,1.5071428571428573
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497.0,117.3,7.0,9.48,0,0,1,1,0,7,2.2857142857142856
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4,1120.0,71.0,5.0,4.0,1,0,0,0,1,9,2.711111111111111
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21,2143.0,203.0,5.0,26.5,1,0,0,1,0,10,1.421
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8,1595.0,120.7,5.0,11.77,0,0,1,1,0,10,1.48
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,15.0,2143.0,204.0,5.0,37.0,1,0,0,1,0,7,2.142857142857143
385,Honda City i VTEC VX Option,Mumbai,2016,28000,First,17.8,1497.0,117.3,5.0,8.75,0,0,1,0,1,8,2.225
